map_name,node_name,node_type,lat,lon,on_central_line,on_belinus_current,on_elen_current,is_canonical,in_canonical_33,notes
IOW,Red Cliff,cliff,50.6646,-1.1242,FALSE,FALSE,FALSE,FALSE,FALSE,"Chalk and sandstone sea cliffs; previously considered Belinus entry point, but map 818 shows entry point at Bembridge Down. Kept as auxiliary node."
IOW,Brading Roman Fort,hillfort,50.6730,-1.1527,FALSE,TRUE,FALSE,TRUE,FALSE,"Mapped and titled explicitly by author as Brading Roman Fort; Prehistoric hillfort and enclosure on chalk ridge; distinct from Roman villa on valley floor; designated map node capturing Belinus current"
IOW,Devil's Punchbowl,prehistoric,50.6794,-1.1564,FALSE,TRUE,TRUE,TRUE,FALSE,"Mapped and titled explicitly by author as Ryde. Bronze Age bowl barrow positioned above dramatic natural valley coombe; designated map node tracking the Belinus and Elen current corridors"
IOW,Ryde,christian,50.7274,-1.1665,FALSE,TRUE,FALSE,TRUE,FALSE,"Mapped and titled explicitly by author as Ryde; All Saints Parish Church marked with '+' symbol; landmark 'Island Cathedral' spire tracking Belinus current"
IOW,Swanmore,christian,50.7191,-1.1690,FALSE,TRUE,FALSE,TRUE,FALSE,"Mapped and titled explicitly by author as Swanmore; St Michael and All Angels Church (Ryde district) marked with '+' symbol; French Gothic architecture tracking Belinus current"
IOW,Binstead,christian,50.7320,-1.1862,FALSE,TRUE,FALSE,TRUE,FALSE,"Mapped and titled explicitly by author as Binstead; Holy Cross Church marked with '+' symbol; 12th-century Norman foundation on Belinus current"
IOW,Whitecliff Ledge,cliff,50.6663,-1.0975,FALSE,FALSE,FALSE,FALSE,FALSE,"Chalk cliff perimeter; previously considered Elen entry point, but map 818 shows entry point at Culver Down (The Nostrils). Kept as auxiliary node."
IOW,Bembridge Windmill,other,50.6834,-1.0957,FALSE,FALSE,FALSE,FALSE,FALSE,"Bembridge Windmill; auxiliary node (not on any current); no special symbol on map; shown on map 818"
IOW,Bembridge Down,cliff,50.6645,-1.1264,FALSE,TRUE,FALSE,TRUE,FALSE,"Head of the IOW Serpent; entry point of the Belinus current onto the Isle of Wight"
IOW,The Nostrils,cliff,50.6651,-1.0985,FALSE,FALSE,TRUE,TRUE,FALSE,"Caves at Culver Down; entry point of the Elen current onto the Isle of Wight (map 818)."
IOW,Culver Down,prehistoric,50.6660,-1.1050,FALSE,FALSE,TRUE,TRUE,FALSE,"Mapped and titled explicitly by author as Culver Down; landmark chalk headland; designated map node on Elen current. Entry point is at The Nostrils (separate node)."
IOW,Bembridge Fort,other,50.6709,-1.1181,FALSE,FALSE,TRUE,TRUE,FALSE,"Hexagonally shaped brick-built Victorian coastal fortress constructed in the 1860s on Bembridge Down to defend against French invasion"
IOW,Centurions Copse,prehistoric,50.6785,-1.1211,FALSE,FALSE,TRUE,TRUE,FALSE,"Mapped and titled explicitly by author as Centurion's Copse; site of lost medieval village of Wolverton and St Urian's Chapel ruins; designated map node on Elen current"
IOW,Brading,christian,50.6823,-1.1430,FALSE,FALSE,TRUE,TRUE,FALSE,"Mapped and titled explicitly by author as Brading; St Mary the Virgin Church marked with a '+' symbol on map; 12th-century Grade I listed structure on Elen current"
IOW,Nunwell House,other,50.6833,-1.1587,FALSE,FALSE,TRUE,TRUE,FALSE,"Mapped and titled explicitly by author as Nunwell House; Grade II* listed Jacobean manor house and historic estate corridor; designated map node tracking Elen current"
IOW,Brading Down,other,50.6787,-1.1592,FALSE,FALSE,TRUE,TRUE,TRUE,"Canonical 33-node list (Vol 3, Loc 211). Southern terminal node on the Isle of Wight. On Elen current (traced path passes ~200m north-east from Brading down); ~850m from the central line"
